Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary_mdl_high Deployment Cost ($),stationary_mdl_high Sites flagged for Follow-Up,stationary_mdl_high Leaks tagged for repair,stationary_mdl_high Sites Visited,stationary_mdl_high Travel Time (Minutes),stationary_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,36980.40324,6066.48324,30913.92000,6030.00000,329,332,0,2,0.00000,0.00000,400.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,36997.10660,6083.18660,30913.92000,30.00000,330,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,38161.89667,7247.97667,30913.92000,30.00000,331,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,38264.16306,7246.56306,31017.60000,30.00000,331,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,38423.13810,7405.53810,31017.60000,30.00000,331,2,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,38112.86003,7389.02003,30723.84000,30.00000,330,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,38026.46003,7389.02003,30637.44000,30.00000,329,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,38907.52361,7406.08361,31501.44000,30.00000,332,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,38929.84861,7428.40861,31501.44000,30.00000,334,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,38929.84861,7428.40861,31501.44000,1030.00000,334,0,0,0,48.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,48,3,120,360
2022-01-11,39793.84861,7428.40861,32365.44000,1030.00000,335,1,0,0,52.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,52,3,120,360
2022-01-12,39781.83887,7416.39887,32365.44000,1030.00000,334,0,0,1,63.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,63,3,120,360
2022-01-13,38907.91684,7406.47684,31501.44000,530.00000,332,1,0,2,18.00000,0.00000,400.00000,30,0,,10,0,0,500.00000,,18,1,30,120
2022-01-14,38907.91684,7406.47684,31501.44000,30.00000,332,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
