Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,924.14870,570.24239,353.90631,2876.00000,366,366,0,0,36,0.00000,0.00000,2876.00000,,36,3,180,300
2022-01-02,924.81905,570.24239,354.57666,2876.00000,367,1,0,0,50,0.00000,0.00000,2876.00000,,50,3,180,360
2022-01-03,931.44804,572.92378,358.52426,2876.00000,370,3,0,0,40,0.00000,0.00000,2876.00000,,40,3,180,300
2022-01-04,933.64529,580.96795,352.67734,2876.00000,371,3,0,1,56,0.00000,200.00000,2876.00000,,56,3,180,360
2022-01-05,933.64529,580.96795,352.67734,0.00000,371,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,937.89083,585.21349,352.67734,0.00000,373,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,935.20944,582.53210,352.67734,0.00000,372,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-08,935.43289,582.53210,352.90079,0.00000,373,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,939.90187,587.00108,352.90079,0.00000,374,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,942.58326,589.68247,352.90079,0.00000,375,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,942.35981,589.68247,352.67734,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,940.38601,589.68247,350.70354,0.00000,373,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,950.21778,599.51424,350.70354,0.00000,376,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,951.40951,604.65357,346.75594,0.00000,376,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,951.40951,604.65357,346.75594,0.00000,376,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,860.68913,514.82699,345.86214,7400.00000,337,0,37,0,0,7400.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,715.22369,369.36155,345.86214,8200.00000,296,0,41,0,0,8200.00000,0.00000,0.00000,,0,0,0,0
