Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,47732.25385,10562.97385,37169.28000,6030.00000,377,382,0,3,0.00000,0.00000,600.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,47740.44443,10571.16443,37169.28000,30.00000,378,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,48829.66212,11660.38212,37169.28000,30.00000,378,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,48775.50754,11692.62754,37082.88000,30.00000,379,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,48585.21083,11692.41083,36892.80000,30.00000,376,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,48101.19213,11692.23213,36408.96000,30.00000,372,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,47701.74320,11672.94320,36028.80000,30.00000,370,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,47701.46028,11672.66028,36028.80000,30.00000,369,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,47587.21831,11558.41831,36028.80000,30.00000,370,3,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,47587.21831,11558.41831,36028.80000,1030.00000,370,0,0,0,52.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,52,3,120,360
2022-01-11,47589.61989,11560.81989,36028.80000,1030.00000,371,2,0,1,61.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,61,3,120,360
2022-01-12,47590.71850,11561.91850,36028.80000,1030.00000,372,1,0,0,57.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,57,3,120,360
2022-01-13,46726.71850,11561.91850,35164.80000,530.00000,371,0,0,0,31.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,31,1,30,120
2022-01-14,46726.71850,11561.91850,35164.80000,30.00000,371,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,45862.92365,11562.12365,34300.80000,30.00000,371,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,45884.97284,11584.17284,34300.80000,30.00000,372,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,45884.97284,11584.17284,34300.80000,30.00000,372,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,45683.47331,11676.43331,34007.04000,30.00000,372,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,45787.73470,11677.01470,34110.72000,1030.00000,374,2,0,0,61.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,61,3,120,360
2022-01-20,45891.41470,11677.01470,34214.40000,1030.00000,375,1,0,0,57.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,57,3,120,360
2022-01-21,45891.41470,11677.01470,34214.40000,1030.00000,375,0,0,0,60.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,60,3,120,360
2022-01-22,45905.77915,11691.37915,34214.40000,530.00000,375,1,0,1,21.00000,0.00000,200.00000,30,0,,10,0,0,500.00000,,21,1,30,120
2022-01-23,45905.77915,11691.37915,34214.40000,30.00000,375,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,46771.87814,11693.47814,35078.40000,30.00000,377,3,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,44659.14941,9580.74941,35078.40000,8630.00000,336,2,43,0,0.00000,8600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,42193.45802,7011.37802,35182.08000,10230.00000,288,3,51,0,0.00000,10200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,38601.41033,4283.33033,34318.08000,9630.00000,240,1,48,0,0.00000,9600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,34738.66857,334.18857,34404.48000,6630.00000,213,1,28,0,28.00000,5600.00000,0.00000,30,10,,10,0,0,1000.00000,,28,3,120,360
2022-01-29,34757.43291,352.95291,34404.48000,1030.00000,214,1,0,0,25.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,25,3,120,360
2022-01-30,33896.85590,356.37590,33540.48000,1030.00000,214,1,0,0,26.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,26,3,120,360
2022-01-31,33896.85590,356.37590,33540.48000,530.00000,214,0,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,11,1,30,120
2022-02-01,33896.85590,356.37590,33540.48000,30.00000,214,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,33902.95850,362.47850,33540.48000,30.00000,215,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,33787.35524,246.87524,33540.48000,2230.00000,204,0,11,0,0.00000,2200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,33733.15480,192.67480,33540.48000,2630.00000,191,0,13,0,0.00000,2600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,33701.53995,161.05995,33540.48000,2430.00000,179,0,12,0,0.00000,2400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,33695.46777,154.98777,33540.48000,1630.00000,175,0,3,1,22.00000,600.00000,200.00000,30,10,,10,0,0,1000.00000,,22,3,120,360
2022-02-07,33989.49084,155.25084,33834.24000,1030.00000,177,2,0,0,17.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,17,3,120,360
2022-02-08,34062.39632,228.15632,33834.24000,1030.00000,180,3,0,0,24.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,24,3,120,360
2022-02-09,34062.39632,228.15632,33834.24000,530.00000,180,1,0,0,9.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,9,1,30,120
2022-02-10,34166.07632,228.15632,33937.92000,30.00000,181,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,34062.39632,228.15632,33834.24000,30.00000,180,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,34069.32877,235.08877,33834.24000,1630.00000,174,2,8,0,0.00000,1600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-13,34068.17372,216.65372,33851.52000,1230.00000,169,2,6,0,0.00000,1200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-14,34051.69227,200.17227,33851.52000,1630.00000,162,1,8,0,0.00000,1600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-15,34065.63948,214.11948,33851.52000,1630.00000,160,1,3,0,21.00000,600.00000,0.00000,30,10,,10,0,0,1000.00000,,21,3,120,360
2022-02-16,34068.74245,217.22245,33851.52000,1030.00000,162,2,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,19,3,120,360
2022-02-17,34068.74245,217.22245,33851.52000,1030.00000,162,0,0,0,20.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,20,3,120,360
2022-02-18,34068.74245,217.22245,33851.52000,530.00000,162,0,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,5,1,30,120
2022-02-19,34073.05047,221.53047,33851.52000,30.00000,163,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-20,33986.76056,221.64056,33765.12000,30.00000,163,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-21,33499.89840,218.61840,33281.28000,830.00000,156,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-22,33496.12764,214.84764,33281.28000,630.00000,153,1,3,1,0.00000,600.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-23,33198.85605,211.33605,32987.52000,1230.00000,148,2,6,0,0.00000,1200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-24,34023.05207,171.53207,33851.52000,2030.00000,144,1,5,0,19.00000,1000.00000,0.00000,30,10,,10,0,0,1000.00000,,19,3,120,360
2022-02-25,34155.25923,303.73923,33851.52000,1030.00000,146,2,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,19,3,120,360
2022-02-26,35019.75888,304.23888,34715.52000,1030.00000,148,2,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,15,3,120,360
2022-02-27,34916.07888,304.23888,34611.84000,530.00000,147,0,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,5,1,30,120
2022-02-28,34832.55319,307.11319,34525.44000,30.00000,147,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-01,34072.23319,307.11319,33765.12000,30.00000,147,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-02,34031.96118,266.84118,33765.12000,830.00000,143,0,4,0,0.00000,800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-03,33775.78897,200.74897,33575.04000,1230.00000,136,1,6,0,0.00000,1200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-04,32906.55029,195.51029,32711.04000,1030.00000,131,1,5,0,0.00000,1000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-05,32590.31584,173.03584,32417.28000,1230.00000,130,1,1,0,14.00000,200.00000,0.00000,30,10,,10,0,0,1000.00000,,14,3,120,360
2022-03-06,32884.07584,173.03584,32711.04000,1030.00000,131,1,0,0,17.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,17,3,120,360
2022-03-07,33190.83571,289.71571,32901.12000,1030.00000,134,4,0,0,16.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,16,3,120,360
2022-03-08,33190.83571,289.71571,32901.12000,530.00000,134,0,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,5,1,30,120
2022-03-09,33190.83571,289.71571,32901.12000,30.00000,134,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-10,33277.23571,289.71571,32987.52000,30.00000,135,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-11,33272.92768,285.40768,32987.52000,230.00000,134,0,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-12,33054.15103,153.03103,32901.12000,630.00000,130,0,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-13,33052.60073,151.48073,32901.12000,430.00000,128,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-14,31980.54134,150.78134,31829.76000,1230.00000,125,1,1,1,17.00000,200.00000,200.00000,30,10,,10,0,0,1000.00000,,17,3,120,360
