Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,6835.534869110401,3750.0,19.592990745141403,1113.757623421887
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,26600.7350913408,8450.0,11.345014085116505,4334.228712736074
P_aircraft,3,9338.3895131712,4150.0,15.871503914592443,1521.563814673512
P_aircraft,4,5184.692096659201,2950.0,20.320809971537287,844.7752016955044
P_drone,0,6835.534869110401,4500.0,23.511588894169684,1113.757623421887
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,26600.7350913408,9200.0,12.351967997996669,4334.228712736074
P_drone,3,9338.3895131712,4900.0,18.739847995542885,1521.563814673512
P_drone,4,5184.692096659201,3700.0,25.487117591419647,844.7752016955044
P_OGI,0,96259.0162744512,42904.0,15.91836041537035,15684.100110912621
P_OGI,1,91936.6147350432,42104.0,16.355989287270543,14979.823451047861
P_OGI,2,99140.8408942464,44504.0,16.03202632832231,16153.654315685406
P_OGI,3,101846.587368096,46904.0,16.447707286337653,16594.518976608288
P_OGI,4,76380.5273562432,40704.0,19.03252485982557,12445.170166335654
P_stationary,0,202273.1549653824,223950.0,39.54164993907928,32957.665006485506
P_stationary,1,194199.4880002368,220750.0,40.597061571135335,31642.17056404832
P_stationary,2,203629.7151647136,227150.0,39.839470351554034,33178.698077425346
P_stationary,3,202515.3738927936,225350.0,39.741250903621776,32997.131292900114
P_stationary,4,179247.830674176,223350.0,44.50143515982266,29206.00095207776
P_truck,0,104890.4124994656,39300.0,13.381312887663395,17090.468965795775
P_truck,1,102947.2981732512,37500.0,13.00943043723027,16773.864861590067
P_truck,2,106913.7452306304,40300.0,13.462120433447918,17420.14357022759
P_truck,3,106261.0500175488,41700.0,14.015349124065326,17313.795744744955
P_truck,4,81364.1151544416,36100.0,15.845876426462103,13257.178152326387
