Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,13436.8950040128,353886.8719679136,0.0,263565.94471001276,90320.92725790081,0.030541919950585167,0.095690057,0.002586218,460.1909908555443,1845.3329904153568,13.779368213760002,13436.895004012802,179890.7477452145,18195.618333542407
P_aircraft,1,0.0,367860.6783071424,0.0,275500.36725811195,92360.3110490304,0.03197950982814614,0.095690057,0.002586218,497.7817027160249,1838.718893675519,10.792597334400002,0.0,304596.1838771116,0.0
P_aircraft,2,13890.050009366401,369874.625882112,0.0,257133.7355998464,112740.89028226561,0.030220983761174967,0.095690057,0.002586218,472.3813868226207,1781.6723092943973,17.540763235200007,13882.09777106754,309210.5244155669,23065.619424192006
P_aircraft,3,5858.1680314176,377073.5639429664,0.0,273788.2993241952,103285.26461877121,0.03135200718242343,0.095690057,0.002586218,502.09529153524153,1796.509332912952,12.71426124096,5858.168031417599,311700.2679648229,18125.753198342398
P_aircraft,4,6832.1831497632,348233.4951397344,0.0,249348.54164754238,98884.953492192,0.03124536824447513,0.095690057,0.002586218,480.98549052449505,1818.787221584635,14.524200288,6832.183149763199,292850.09910502174,16103.388818591997
P_drone,0,13436.8950040128,353886.8719679136,0.0,263565.94471001276,90320.92725790081,0.030541919950585167,0.095690057,0.002586218,460.1909908555443,1845.3329904153568,13.779368213760002,13436.895004012802,179890.7477452145,18195.618333542407
P_drone,1,0.0,367860.6783071424,0.0,275500.36725811195,92360.3110490304,0.03197950982814614,0.095690057,0.002586218,497.7817027160249,1838.718893675519,10.792597334400002,0.0,304596.1838771116,0.0
P_drone,2,13890.050009366401,369874.625882112,0.0,257133.7355998464,112740.89028226561,0.030220983761174967,0.095690057,0.002586218,472.3813868226207,1781.6723092943973,17.540763235200007,13882.09777106754,309210.5244155669,23065.619424192006
P_drone,3,5858.1680314176,377073.5639429664,0.0,273788.2993241952,103285.26461877121,0.03135200718242343,0.095690057,0.002586218,502.09529153524153,1796.509332912952,12.71426124096,5858.168031417599,311700.2679648229,18125.753198342398
P_drone,4,6832.1831497632,348233.4951397344,0.0,249348.54164754238,98884.953492192,0.03124536824447513,0.095690057,0.002586218,480.98549052449505,1818.787221584635,14.524200288,6832.183149763199,292850.09910502174,16103.388818591997
P_none,0,0.0,367216.287899904,0.0,276895.36064200324,90320.92725790081,0.030541919950585167,0.095690057,0.002586218,477.524431599355,1886.8945419071993,13.779368213760002,0.0,190367.5049574612,0.0
